"name","iata_code","icao_code","callsign","country","active","headquarters","founded","fleet_size","destinations","alliance"
"Travelair","","TLV","PAJAROS","Uruguay",false,,,,,
"Telesis Transair","","TLX","TELESIS","United States",false,,,,,
"Top-Fly","","TLY","TOPFLY","Spain",false,,,,,
"Transmed Airlines","","TMD","","Egypt",false,,,,,
"Taxis Turisticos Marakame","","TMH","TAXIMARAKAME","Mexico",false,,,,,
"Tamir Airways","","TMI","TAMIRWAYS","Israel",false,,,,,
"Tomahawk Airways","","TMK","TOMAHAWK","United States",false,,,,,
"TAM","","TML","TAM AIRLINE","Madagascar",false,,,,,
"TMC Airlines","","TMM","WILLOW RUN","United States",false,,,,,
"TRAM","","TMQ","TRAM AIR","Mauritania",false,,,,,
"Timberline Air","","TMR","TIMBER","Canada",false,,,,,
"Temsco Helicopters","","TMS","TEMSCO","United States",false,,,,,
"Trans Midwest Airlines","","TMT","TRANS MIDWEST","United States",false,,,,,
"Tramon Air","","TMX","TRAMON","South Africa",false,,,,,
"Transportes Aereos del Mundo Maya","","TMY","MUNDO MAYA","Mexico",false,,,,,
"Tranporte Amazonair","","TMZ","TRANS AMAZON","Venezuela",false,,,,,
"Trans Air-Benin","","TNB","TRANS-BENIN","Benin",false,,,,,
"Taxis Aereos del Noroeste","","TNE","TAXINOROESTE","Mexico",false,,,,,
"Transafricaine","","TNF","TRANSFAS","Burkina Faso",false,,,,,
"Tennessee Air National Guard 164th Airlift Group","","TNG","","United States",false,,,,,
"Transair International Linhas Aereas","","TNI","TRANSINTER","United States",false,,,,,
"Tengeriyn Ulaach Shine","","TNL","SKY HORSE","Mongolia",false,,,,,
"Tiara Air","3P","TNM","TIARA","Aruba",true,,,,,
"Transped Aviation","","TNP","TRANSPED","Austria",false,,,,,
"Tanana Air Services","","TNR","TAN AIR","United States",false,,,,,
"Trans North Turbo Air","","TNT","TRANS NORTH","Canada",false,,,,,
"Transnorthern","","TNV","TRANSNORTHERN","United States",false,,,,,
"Trans Nation Airways","","TNW","TRANS-NATION","Ethiopia",false,,,,,
"Trener Ltd","","TNX","TRAINER","Hungary",false,,,,,
"Twin Town Leasing Company","","TNY","TWINCAL","United States",false,,,,,
"TOJ Airlines","","TOJ","TOJ AIRLINE","Tajikistan",false,,,,,
"Tol-Air Services","TI","TOL","TOL AIR","United States",true,,,,,
"Thomsonfly","BY","TOM","TOMSON","United Kingdom",true,,,,,
"Top Air","","TOP","AIR TOP","Turkey",false,,,,,
"Toronto Airways","","TOR","TORONTAIR","Canada",false,,,,,
"Tropic Air","PM","TOS","TROPISER","Belize",true,,,,,
"Totavia","","TOT","","Canada",false,,,,,
"Toyota Canada","","TOY","TOYOTA","Canada",false,,,,,
"TAMPA","QT","TPA","TAMPA","Colombia",true,,,,,
"Top Speed","","TPD","TOP SPEED","Austria",false,,,,,
"Taxis Aereos del Pacifico","","TPF","TAXIPACIFICO","Mexico",false,,,,,
"Transportes Aereos Pegaso","","TPG","TRANSPEGASO","Mexico",false,,,,,
"TAR Interpilot","","TPL","INTERPILOT","Mauritania",false,,,,,
"Transpais Aereo","","TPM","TRANSPAIS","Mexico",false,,,,,
"Transportacion Aerea del Norte","","TPN","AEREA DELNORTE","Mexico",false,,,,,
"Transpac Express","","TPP","TRANS EXPRESS","Australia",false,,,,,
"Taxis Aereos De Parral","","TPR","TAXIS PARRAL","Mexico",false,,,,,
"TAPSA Transportes Aereos Petroleros","","TPS","TAPSA","Argentina",false,,,,,
"Transportes Aereo del Sureste","","TPT","TASSA","Mexico",false,,,,,
"Trans American Airlines (Trans Am)","","TPU","TRANS PERU","Peru",false,,,,,
"Thai Pacific Airlines Business","","TPV","THAI PACIFIC","Thailand",false,,,,,
"Transportes Aereos De Xalapa","","TPX","TRANSXALAPA","Mexico",false,,,,,
"Trans-Provincial Airlines","","TPY","TRANS PROVINCIAL","Canada",false,,,,,
"Transportes La Paz","","TPZ","TRANSPAZ","Mexico",false,,,,,
"Taquan Air Services","","TQN","TAQUAN","United States",false,,,,,
"Transportacion Aerea De Queretaro","","TQR","TRANSQUERETARO","Mexico",false,,,,,
"TransAsia Airways","GE","TNA","TransAsia","Taiwan",true,,,,,
"Transavia Holland","HV","TRA","TRANSAVIA","Netherlands",true,,,,,
"Trans Air Charter","","TRC","TRACKER","United States",false,,,,,
"TACV","VR","TCV","CABOVERDE","Portugal",true,,,,,
"Trans Island Air","","TRD","TRANS ISLAND","Barbados",false,,,,,
"Taxi Air Fret","","TRF","TAXI JET","France",false,,,,,
"TRAGSA (Medios Aereos)","","TRG","","Spain",false,,,,,
"Trans Euro Air","","TRJ","HIGH TIDE","United Kingdom",false,,,,,
"Transport Aerien de Mauritanie","","TRM","SOTRANS","Mauritania",false,,,,,
"Tropic Airlines-Air Molokai","","TRO","MOLOKAI","United States",false,,,,,
"Turdus Airways","","TRQ","HUNTER","Netherland",false,,,,,
"Tramson Limited","","TRR","TRAMSON","Sudan",false,,,,,
"Trans Arabian Air Transport","","TRT","TRANS ARABIAN","Sudan",false,,,,,
"Triangle Airline (Uganda)","","TRU","TRI AIR","Uganda",false,,,,,
"Transwestern Airlines of Utah","","TRW","TRANS-WEST","United States",false,,,,,
"Tristar Airlines","","TRY","TRISTAR AIR","United States",false,,,,,
"TransMeridian Airlines","T9","TRZ","TRANS-MERIDIAN","United States",false,,,,,
"Transair France","","TSA","AIRTRAF","France",false,,,,,
"TAF-Linhas Aereas","","TSD","TAFI","Brazil",false,,,,,
"Trans-Air-Congo","","TSG","TRANS-CONGO","Republic of the Congo",false,,,,,
"Transport'air","","TSI","TRANSPORTAIR","France",false,,,,,
"Trast Aero","","TSK","TOMSK-AVIA","Kyrgyzstan",false,,,,,
"Thai Aviation Services","","TSL","THAI AVIATION","Thailand",false,,,,,
"Taftan Airlines","","SBT","TAFTAN","Iran",false,,,,,
"Transwest Air","9T","ABS","ATHABASKA","Canada",true,,,,,
"Trans Sayegh Airport Services","","TSM","","Lebanon",false,,,,,
"Trans-Air Services","","TSN","AIR TRANS","Nigeria",false,,,,,
"Transaero Airlines","UN","TSO","TRANSOVIET","Russia",true,,,,,
"Transportes Aereos Inter","","TSP","TRANSPO-INTER","Guatemala",false,,,,,
"Trans Service Airlift","","TSR","TRANS SERVICE","Democratic Republic of Congo",false,,,,,
"Tri-State Aero","","TSS","TRI-STATE","United States",false,,,,,
"TRAST","","TST","TRAST","Kazakhstan",false,,,,,
"Tropair Airservices","","TSV","TROPIC","United Kingdom",false,,,,,
"Transwings","","TSW","SWISSTRANS","Switzerland",false,,,,,
"Tristar Air","","TSY","TRIPLE STAR","Egypt",false,,,,,
"TTA - Sociedade de Transporte e Trabalho Aereo","","TTA","KANIMANBO","Mozambique",false,,,,,
"Transteco","","TTC","TRANSTECO","Angola",false,,,,,
"Tarhan Tower Airlines","","TTH","","Turkey",false,,,,,
"Total Linhas Aereas","","TTL","TOTAL","Brazil",false,,,,,
"Triple O Aviation","","TTP","MIGHTY WING","Nigeria",false,,,,,
"Transportaciones Y Servicios Aereos","","TTR","TRANSPORTACIONES","Mexico",false,,,,,
"Transporte Aereo Tecnico Ejecutivo","","TTS","TECNICO","Mexico",false,,,,,
"Turkmenistan Airlines","T5","TUA","TURKMENISTAN","Turkmenistan",true,,,,,
"Turismo Aereo de Chile","","TUC","TURICHILE","Chile",false,,,,,
"Tuninter","UG","TUI","","Tunisia",true,,,,,
"Tulpar Air","","TUL","URSAL","Russia",false,,,,,
"Tyumenspecavia","","TUM","TUMTEL","Russia",false,,,,,
"Taxi Aereo Turistico","","TUO","TURISTICO","Mexico",false,,,,,
"Tulpar Air Service","","TUX","TULPA","Kazakhstan",false,,,,,
"Tuna Aero","","TUZ","TUNA","Sweden",false,,,,,
"Trans America Airlines","","TVA","TRANS-AMERICA","United States",false,,,,,
"Trabajos Aereos Vascongados","","TVH","TRAVASA","Spain",false,,,,,
"Tiramavia","","TVI","TIRAMAVIA","Moldova",false,,,,,
"Travel Service","","TVL","TRAVEL SERVICE","Hungary",false,,,,,
"Transavio","","TVO","TRANS-BALLERIO","Italy",false,,,,,
"Tavrey Airlines","T6","TVR","TAVREY","Ukraine",true,,,,,
"Trans World Airlines","TW","TWA","TWA","United States",true,,,,,
"Transwede Airways","","TWE","TRANSWEDE","Sweden",false,,,,,
"Twinjet Aircraft Sales","","TWJ","","United Kingdom",false,,,,,
"Tradewinds Aviation","","TWL","TRADEWINDS CANADA","Canada",false,,,,,
"Transairways","","TWM","","Mozambique",false,,,,,
"Twente Airlines","","TWO","COLIBRI","Netherlands",false,,,,,
"Trans Air Welwitchia","","TWW","WELWITCHIA","Angola",false,,,,,
"Texair Charter","","TXA","OKAY AIR","United States",false,,,,,
"Transilvania Express","","TXE","TRANSAIR EXPRESS","Romania",false,,,,,
"Taxi Aereo Cozatl","","TXL","TAXI COZATL","Mexico",false,,,,,
"Taxi Aereo de Mexico","","TXM","TAXIMEX","Mexico",false,,,,,
"Texas National Airlines","","TXN","TEXAS NATIONAL","United States",false,,,,,
"Taxis Aereos de Sinaloa","","TXO","TAXIS SINALOA","Mexico",false,,,,,
"Taxirey","","TXR","TAXIREY","Mexico",false,,,,,
"Texas Airlines","","TXS","TEXAIR","United States",false,,,,,
"Texas Air Charters","","TXT","TEXAS CHARTER","United States",false,,,,,
"Tex Star Air Freight","","TXZ","TEX STAR","United States",false,,,,,
"Tayflite","","TYF","TAYFLITE","United Kingdom",false,,,,,
"Trygg-Flyg","","TYG","TRYGG","Sweden",false,,,,,
"Tyrol Air Ambulance","","TYW","TYROL AMBULANCE","Austria",false,,,,,
"Transporte Aereo Ernesto Saenz","","TZE","TRANSPORTE SAENZ","Mexico",false,,,,,
"Tajikstan","","TZK","TAJIKSTAN","Tajikistan",false,,,,,
"Thyssen Krupp AG","","BLI","BLUELINE","Germany",false,,,,,
"TUIfly Nordic","6B","BLX","BLUESCAN","Sweden",true,,,,,
"Transportes Aereos Bolivianos","","BOL","BOL","Bolivia",false,,,,,
"Tiphook PLC","","BOX","BOX","United Kingdom",false,,,,,
"Top Flight Air Service","","CHE","CHECK AIR","United States",false,,,,,
"Trans America","","CLR","CLINTON AIRWAYS","United States",false,,,,,
"Triple Alpha","","CLU","CAROLUS","Germany",false,,,,,
"Tashkent Aircraft Production Corporation","","CTP","CORTAS","Uzbekistan",false,,,,,
"Texas Airways","","CWT","TEXAS AIRWAYS","United States",false,,,,,
"Transportes Aereos Don Carlos","","DCL","DON CARLOS","Chile",false,,,,,
"Telnic Limited","","DOT","DOT TEL","United Kingdom",false,,,,,
"Triton Airlines","","DRC","TRITON AIR","Canada",false,,,,,
"TAAG Angola Airlines","DT","DTA","DTA","Angola",true,,,,,
"Tassili Airlines","SF","DTH","TASSILI AIR","Algeria",false,,,,,
"Transporte Ejecutivo Aereo","","EAR","EJECUTIVO-AEREO","Mexico",false,,,,,
"Transportes Aereos Nacionales De Selva Tans","","ELV","AEREOS SELVA","Peru",false,,,,,
"TAG Farnborough Airport","","FBO","","United Kingdom",false,,,,,
"Transaviaservice","","FNV","TRANSAVIASERVICE","Georgia",false,,,,,
"TAG Aviation","","FPG","TAG AVIATION","Switzerland",false,,,,,
"The 955 Preservation Group","","GFN","GRIFFON","United Kingdom",false,,,,,
"Trans-Air-Link","","GJB","SKY TRUCK","United States",false,,,,,
"Tradewind Aviation","","GPD","GOODSPEED","United States",false,,,,,
"Trail Lake Flying Service","","HBA","HARBOR AIR","United States",false,,,,,
"TAF Helicopters","","HET","HELITAF","Spain",false,,,,,
"Tango Bravo","","HTO","HELI TANGO","France",false,,,,,
"Turkish Air Force","","HVK","TURKISH AIRFORCE","Turkey",true,,,,,
"Thryluthjonustan","","IHS","","Iceland",false,,,,,
"TA-Air Airline","","IRF","TA-AIR","Iran",false,,,,,
"Tara Air Line","","IRR","TARAIR","Iran",false,,,,,
"Trading Air Cargo","","JCH","TRADING CARGO","Mauritania",false,,,,,
"Trans-Kiev","","KCA","TRANS-KIEV","Ukraine",false,,,,,
"Tal Air Charters","","JEL","JETEL","Canada",false,,,,,
"Transcontinental Airlines","","KRA","REGATA","Kazakhstan",false,,,,,
"Transaviabaltika","","KTB","TRANSBALTIKA","Lithuania",false,,,,,
"Transair-Gyraintiee","","KTS","KOTAIR","Russia",false,,,,,
"TAM Mercosur","PZ","LAP","PARAGUAYA","Paraguay",true,,,,,
"The Lancair Company","","LCC","LANCAIR","United States",false,,,,,
"The Army Aviation Heritage Foundation","","LEG","LEGACY","United States",false,,,,,
"Top Sky International","","LKW","TOPINTER","Indonesia",false,,,,,
"Trans States Airlines","AX","LOF","WATERSKI","United States",true,,,,,
"Trans Atlantis","","LTA","LANTRA","Canada",false,,,,,
"Transportacion Aerea Del Mar De Cortes","","MCT","TRANS CORTES","Mexico",false,,,,,
"Transporte Aero MGM","","MGM","AERO EMM-GEE-EMM","Mexico",false,,,,,
"Tigerfly","","MOH","MOTH","United Kingdom",false,,,,,
"Transportes Aereos Amparo","","MPO","AMPARO","Mexico",false,,,,,
"Trans Air","","MUI","MAUI","United States",false,,,,,
"Transportes Aereos Mexiquenses","","MXQ","MEXIQUENSES","Mexico",false,,,,,
"Travelsky Technology","1E","RGG","","China",true,,,,,
"Thalys","2H","","","Belgium",false,,,,,
"TNT International Aviation","","NTR","NITRO","United Kingdom",false,,,,,
"Open Skies Consultative Commission","1L","OSY","OPEN SKIES","United States",false,,,,,
"Trans-Pacific Orient Airways","","PCW","PACIFIC ORIENT","Philippines",false,,,,,
"Tauranga Aer Club","","PGS","","New Zealand",false,,,,,
"TSSKB-Progress","","PSS","PROGRESS","Russia",false,,,,,
"Trans World Express","","RBD","RED BIRD","United States",false,,,,,
"Trans Reco","","REC","TRANS-RECO","Mauritania",false,,,,,
"Tas Aviation","","RMS","TASS AIR","United States",false,,,,,
"Tarom","RO","ROT","TAROM","Romania",true,,,,,
"Transportes Aereos I.R. Crusoe","","ROU","ROBINSON CRUSOE","Chile",false,,,,,
"Transportes Aereos Sierra","","RRT","SIERRA ALTA","Mexico",false,,,,,
"Tbilisi Aviation University","","RRY","AIRFERRY","Georgia",false,,,,,
"Trans Am Compania","","RTM","AERO TRANSAM","Ecuador",false,,,,,
"Trans Sahara Air","","SBJ","TRANS SAHARA","Nigeria",false,,,,,
"Transportes Aereos Sierra Madre","","SEI","TRANSPORTE SIERRA","Mexico",false,,,,,
"Trans Asian Airlines","","SRT","TRASER","Kazakhstan",false,,,,,
"Turan Air","3T","URN","TURAN","Azerbaijan",true,,,,,
"TRIP Linhas A","8R","TIB","TRIP","Brazil",true,,,,,
"Tusheti","","USB","TUSHETI","Georgia",false,,,,,
"TAPC Aviatrans Aircompany","","UTM","AVIATAPS","Uzbekistan",false,,,,,
"Trans-Ulgii","","UTN","TRANS-ULGII","Mongolia",false,,,,,
"Transarabian Transportation Services","","UTT","ARABIAN TRANSPORT","Uganda",false,,,,,
"Transaven","","VEN","TRANSAVEN AIRLINE","Venezuela",false,,,,,
"Tag Aviation UK","","VIP","SOVEREIGN","United Kingdom",false,,,,,
"Tbilaviamsheni","","VNZ","TBILAVIA","Georgia",false,,,,,
"Taxi de Veracruz","","VRC","VERACRUZ","Mexico",false,,,,,
"Travel Express Aviation Services","","XAR","TRAVEL EXPRESS","Indonesia",false,,,,,
"Taxi Aero Del Norte","","XNR","TAXI NORTE","Mexico",false,,,,,
"USAF Air Mobility Operations Control Center","","DOD","","United States",false,,,,,
"U.S. Department of the Interior","","DOI","INTERIOR","United States",false,,,,,
"United Kingdom Civil Aviation Authority","","EXM","EXAM","United Kingdom",false,,,,,
"Union des Transports Africains de Guinee","","GIH","TRANSPORT AFRICAIN","Guinea",false,,,,,
"US Army Parachute Team","","GKA","GOLDEN KNIGHTS","United States",false,,,,,
"USA3000 Airlines","U5","GWY","GETAWAY","United States",true,,,,,
"United Arabian Airlines","","UAB","UNITED ARABIAN","Sudan",false,,,,,
"United Airlines","UA","UAL","UNITED","United States",true,,,,,
"United Air Charters","","UAC","UNITAIR","Zimbabwe",true,,,,,
"United Carriers Systems","","UCS","UNITED CARRIERS","United States",false,,,,,
"United Eagle Airlines","","UEA","UNITED EAGLE","China",false,,,,,
"United Kingdom Civil Aviation Authority","","CFU","MINAIR","United Kingdom",false,,,,,
"United Kingdom Royal VIP Flights","","KRF","KITTYHAWK","United Kingdom",false,,,,,
"United Kingdom Royal VIP Flight","","KRH","SPARROWHAWK","United Kingdom",false,,,,,
"United Kingdom Civil Aviation Authority","","SDS","STANDARDS","United Kingdom",false,,,,,
"United Kingdom Royal VIP Flights","","TQF","RAINBOW","United Kingdom",false,,,,,
"United States Coast Guard Auxiliary","","CGX","COASTGUARD AUXAIR","United States",false,,,,,
"United States Department Of Agriculture","","AGR","AGRICULTURE","United States",false,,,,,
"University Air Squadron","","UAD","","United Kingdom",false,,,,,
"University Air Squadron","","UAJ","","United Kingdom",false,,,,,
"University Air Squadron","","UAA","","United Kingdom",false,,,,,
"University Air Squadron","","UAH","","United Kingdom",false,,,,,
"Universal Avia","","HBU","KHARKIV UNIVERSAL","Ukraine",false,,,,,
"UK HEMS","","HLE","HELIMED","United Kingdom",false,,,,,
"Unijet","","LEA","LEADAIR","France",false,,,,,
"US Marshals Service","","MSH","MARSHALAIR","United States",false,,,,,
"University of North Dakota","","NDU","SIOUX","United States",false,,,,,
"Universal Airlines","","PNA","PACIFIC NORTHERN","United States",false,,,,,
"Uganda Royal Airways","","RAU","UGANDA ROYAL","Uganda",false,,,,,
"United Aviation Services","","SAU","UNISERVE","Spain",false,,,,,
"Ural Airlines","U6","SVR","SVERDLOVSK AIR","Russia",true,,,,,
"Ukraine Transavia","","TRB","KIROVTRANS","Ukraine",false,,,,,
"United Arab Emirates Air Force","","UAF","UNIFORCE","United Arab Emirates",false,,,,,
"Union Africaine des Transports","","UAI","UNAIR","Ivory Coast",false,,,,,
"Uganda Air Cargo","","UCC","UGANDA CARGO","Uganda",false,,,,,
"US Airports Air Charter","","UCH","US CHARTER","United States",false,,,,,
"Ucoaviacion","","UCO","UCOAVIACION","Spain",false,,,,,
"Ues-Avia Aircompany","","UES","AVIASYSTEM","Ukraine",false,,,,,
"UFS","","UFS","FEEDER EXPRESS","United States",false,,,,,
"Uganda Airlines","","UGA","UGANDA","Uganda",false,,,,,
"Urgemer Canarias","","UGC","URGEMER","Spain",false,,,,,
"Ukrainian Helicopters","","UHL","UKRAINE COPTERS","Ukraine",false,,,,,
"Ulyanovsk Higher Civil Aviation School","","UHS","PILOT AIR","Russia",false,,,,,
"Universal Jet Rental de Mexico","","UJR","UNIVERSAL JET","Mexico",false,,,,,
"Universal Jet Aviation","","UJT","UNI-JET","United States",false,,,,,
"UK International Airlines","","UKI","KHALIQ","United Kingdom",false,,,,,
"Ukraine Air Alliance","","UKL","UKRAINE ALLIANCE","Ukraine",false,,,,,
"UM Airlines","UF","UKM","UKRAINE MEDITERRANEE","Ukraine",true,,,,,
"Ukraine Air Enterprise","","UKN","ENTERPRISE UKRAINE","Ukraine",false,,,,,
"United Kingdom Home Office","","UKP","POLICE","United Kingdom",false,,,,,
"Ukrainian Cargo Airways","6Z","UKS","CARGOTRANS","Ukraine",false,,,,,
"Ultrair","","ULT","ULTRAIR","United States",false,,,,,
"Unitemp-M","","UMS","TOPAZ","Russia",false,,,,,
"Uni-Fly","","UNC","UNICOPTER","Denmark",false,,,,,
"Union Flights","","UNF","UNION FLIGHTS","United States",false,,,,,
"Universal Jet","","UNJ","PROJET","Spain",false,,,,,
"Unsped Paket Servisi","","UNS","UNSPED","Turkey",false,,,,,
"Unifly Servizi Aerei","","UNU","UNIEURO","Italy",false,,,,,
"Ukrainian Pilot School","","UPL","PILOT SCHOOL","Ukraine",false,,,,,
"United Parcel Service","5X","UPS","UPS","United States",false,,,,,
"Uraiavia","","URV","URAI","Russia",false,,,,,
"US Airways","US","USA","U S AIR","United States",true,,,,,
"US Check Airlines","","USC","STAR CHECK","United States",false,,,,,
"USAfrica Airways","","USF","AFRICA EXPRESS","United States",false,,,,,
"US Helicopter","","USH","US-HELI","United States",true,,,,,
"US Jet","","USJ","USJET","United States",false,,,,,
"US Express","","USX","AIR EXPRESS","United States",false,,,,,
"UTair Aviation","UT","UTA","UTAIR","Russia",true,,,,,
"UTAGE","","UTG","UTAGE","Equatorial Guinea",false,,,,,
"Utair South Africa","","UTR","AIRUT","South Africa",false,,,,,
"Ukrainian State Air Traffic Service Enterprise","","UTS","AIRRUH","Ukraine",false,,,,,
"Urartu-Air","","UTU","","Armenia",false,,,,,
"Universal Airways","","UVA","UNIVERSAL","United States",false,,,,,
"Universal Airlines","","UVG","GUYANA JET","Guyana",false,,,,,
"Uvavemex","","UVM","UVAVEMEX","Mexico",false,,,,,
"United States Air Force","","AIO","AIR CHIEF","United States",true,,,,,
"United Aviation","","UVN","UNITED AVIATION","Kuwait",false,,,,,
"Uzbekistan Airways","HY","UZB","UZBEK","Uzbekistan",true,,,,,
"Universal Airlines","","WEC","AIRGO","United States",false,,,,,
"US Helicopter Corporation","UH","","","United States",true,,,,,
"V Australia Airlines","VA","VAU","KANGA","Australia",true,,,,,
"V Bird Airlines Netherlands","","VBA","VEEBEE","Netherlands",false,,,,,
"V-avia Airline","","WIW","VEE-AVIA","Ukraine",false,,,,,
"V-Berd-Avia","","VBD","VEEBIRD-AVIA","Armenia",false,,,,,
"Vacationair","","VAC","VACATIONAIR","Canada",false,,,,,
"Valair AG (Helicoptere)","","RDW","ROADWATCH","Switzerland",false,,,,,
"Valan International Cargo Charter","","VLA","NALAU","South Africa",false,,,,,
"Valan Limited","","VLN","VALAN","Moldova",false,,,,,
"Valfell-Verkflug","","EHR","ROTOR","Iceland",false,,,,,
"Valuair","VF","VLU","VALUAIR","Singapore",true,,,,,
"Van Air Europe","","VAA","EUROVAN","Czech Republic",false,,,,,
"Vanguardia en Aviacion en Colima","","VGC","VANGUARDIA COLIMA","Mexico",false,,,,,
"Vanguard Airlines","","VGD","VANGUARD AIR","United States",false,,,,,
"Vasco Air","","VFC","VASCO AIR","Vietnam",true,,,,,
"Vega","","VAG","SEGA","Kazakhstan",false,,,,,
"Vega Air Company","","WGA","WEGA FRANKO","Ukraine",false,,,,,
"Veles","","WEL"," Ukrainian Aviation Company","VELES",false,,,,,
"Verataxis","","VTX","VERATAXIS","Mexico",false,,,,,
"Veritair Ltd","","BTP","NET RAIL","United Kingdom",false,,,,,
"Vernicos Aviation","","GRV","NIGHT RIDER","Greece",false,,,,,
"Vietnam Airlines","VN","HVN","VIET NAM AIRLINES","Vietnam",true,,,,,
"Vozdushnaya Academy","","KWA","VOZAIR","Kazakhstan",false,,,,,
"VIM Airlines","NN","MOV","MOV AIR","Russia",true,,,,,
"VIM-Aviaservice","","MVY","","Russia",false,,,,,
"VIA Rail Canada","2R","M7A","","Canada",true,,,,,
"Victoria Aviation","","ENV","ENDEAVOUR","United Kingdom",false,,,,,
"Viscount Air Service","","VCT","VISCOUNT AIR","United States",false,,,,,
"Vision Airlines","","SSI","SUPER JET","Nigeria",false,,,,,
"VIP Air Charter","","FXF","FOX FLIGHT","United States",false,,,,,
"VIP Avia","","PAV","NICOL","Kazakhstan",false,,,,,
"VIP Avia","","PRX","PAREX","Latvia",false,,,,,
"Visionair","","VAT","VISIONAIR","Ireland",false,,,,,
"VICA - Viacao Charter Aereos","","VCA","VICA","Brazil",false,,,,,
"Volare Air Charter Company","","VCM","CARMEN","United States",false,,,,,
"Volaris","Y4","VOI","VOLARIS","Mexico",true,,,,,
"Volga-Dnepr Airlines","VI","VDA","VOLGA-DNEPR","Russia",true,,,,,
"Vega Airlines","","VEA","VEGA AIRLINES","Bulgaria",false,,,,,
"Venescar Internacional","","VEC","VECAR","Venezuela",false,,,,,
"Victor Echo","","VEE","VICTOR ECHO","Spain",false,,,,,
"Virgin Express Ireland","","VEI","GREEN ISLE","Ireland",false,,,,,
"Virgin America","VX","VRD","REDWOOD","United States",true,,,,,
"Vieques Air Link","","VES","VIEQUES","United States",false,,,,,
"Virgin Express","TV","VEX","VIRGIN EXPRESS","Belgium",true,,,,,
"VZ Flights","","VFT","ZETA FLIGHTS","Mexico",false,,,,,
"Virgin Nigeria Airways","VK","VGN","VIRGIN NIGERIA","Nigeria",true,,,,,
"Vologda State Air Enterprise","","VGV","VOLOGDA AIR","Russia",false,,,,,
"VH-Air Industrie","","VHA","AIR V-H","Angola",false,,,,,
"VHM Schul-und-Charterflug","","VHM","EARLY BIRD","Germany",false,,,,,
"Vibroair Flugservice","","VIB","VITUS","Germany",false,,,,,
"VIP Servicios Aereos Ejecutivos","","VIC","VIP-EJECUTIVO","Mexico",false,,,,,
"VIP Empresarial","","VIE","VIP EMPRESARIAL","Mexico",false,,,,,
"VIF Luftahrt","","VIF","VIENNA FLIGHT","Austria",false,,,,,
"Vega Aviation","","VIG","VEGA AVIATION","Sudan",false,,,,,
"Vichi","","VIH","VICHI","Moldova",false,,,,,
"Viking Airlines","","VIK","SWEDJET","Sweden",false,,,,,
"Vinair - Helicoptereos","","VIN","VINAIR","Portugal",false,,,,,
"Virgin Atlantic Airways","VS","VIR","VIRGIN","United Kingdom",true,,,,,
"Viajes Ejecutivos Mexicanos","","VJM","VIAJES MEXICANOS","Mexico",false,,,,,
"Vistajet","","VJT","VISTA","Canada",false,,,,,
"Viva Macau","ZG","VVM","JACKPOT","Macao",true,,,,,
"Vladivostok Air","XF","VLK","VLADAIR","Russia",true,,,,,
"Varig Log","LC","VLO","VELOG","Brazil",true,,,,,
"Vertical-T Air Company","","VLT","VERTICAL","Russia",false,,,,,
"Vero Monmouth Airlines","","VMA","VERO MONMOUTH","United States",false,,,,,
"Vipport Joint Stock Company","","VNK","","Russia",false,,,,,
"Viaggio Air","VM","VOA","VIAGGIO","Bulgaria",false,,,,,
"Voyager Airlines","","VOG","VOYAGER AIR","Bangladesh",false,,,,,
"VIP Air","","VPA","VIP TAXI","Slovakia",false,,,,,
"Veteran Air","","VPB","VETERAN","Ukraine",false,,,,,
"VIP-Avia","","VPV","VIP AVIA","Georgia",false,,,,,
"Vertair","","VRA","VERITAIR","United Kingdom",false,,,,,
"Volare Airlines","","VRE","UKRAINE VOLARE","Ukraine",false,,,,,
"Voar Lda","","VRL","VOAR LINHAS","Angola",false,,,,,
"VRG Linhas Aereas","RG","VRN","VARIG","Brazil",true,,,,,
"Vickers Limited","","VSB","VICKERS","United Kingdom",false,,,,,
"Visig Operaciones Aereas","","VSG","VISIG","Spain",false,,,,,
"Vision Airways Corporation","","VSN","VISION","Canada",false,,,,,
"Voronezh Aircraft Manufacturing Society","","VSO","VASO","Russia",false,,,,,
"VASP","VP","VSP","VASP","Brazil",true,,,,,
"Virign Islands Seaplane Shuttle","","VSS","WATERBIRD","United States",false,,,,,
"Vuelos Especializados Tollocan","","VTC","VUELOS TOLLOCAN","Mexico",false,,,,,
"Vuelos Corporativos de Tehuacan","","VTH","VUELOS TEHUACAN","Mexico",false,,,,,
"Vostok Airlines","","VTK","VOSTOK","Russia",false,,,,,
"Victor Tagle Larrain","","VTL","VITALA","Chile",false,,,,,
"Vointeh","","VTV","VOINTEH","Bulgaria",false,,,,,
"Vuelos Internos Privados VIP","","VUR","VIPEC","Ecuador",false,,,,,
"Vuela Bus","","VUS","VUELA BUS","Mexico",false,,,,,
"Vzlyet","","VZL","VZLYET","Russia",false,,,,,
"VLM Airlines","VG","VLM","RUBENS","Belgium",true,,,,,
"Viking Express","","WCY","TITAN AIR","United States",false,,,,,
"Victoria International Airways","","WEV","VICTORIA UGANDA","Uganda",false,,,,,
"Volga Aviaexpress","","WLG","GOUMRAK","Russia",false,,,,,
"WDL Aviation","","WDL","WDL","Germany",false,,,,,
"WRA Inc","","WRR","WRAP AIR","United States",false,,,,,
"WSI Corporation","","XWS","","United States",false,,,,,
